setor;cnae_classe;situacao_cadastral;natureza_juridica;grande_empresa;obrigacoes_acessorias;obrigacao_principal;atuacao_fiscal;analise_comparativa;consistencia;comercio_exterior;conformidade;impacto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9846;0,8937;0,9369;0,5543;0,9452;1;0,907;Alto
10000 - Industria em Geral;32507;Ativa;Entidades empresariais;Sim;0,8157;0,8497;0,9657;0,6667;0,8806;0,8425;0,869;Alto
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9499;0,9949;1,0000;0,6193;0,9762;1;0,9492;Moderado
10004 - Papel e Celulose;17494;Ativa;Entidades empresariais;Sim;0,9557;0,9029;0,9362;0,5556;0,9301;0,7609;0,8767;Moderado
04000 - Telecomunicacoes;61108;Ativa;Entidades empresariais;Sim;0,9623;0,9840;0,8967;0,5103;0,9507;0,7726;0,8789;Muito Alto
07000 - Comercio em Geral;46869;Ativa;Entidades empresariais;Sim;0,7131;0,9243;1,0000;0,5556;0,3227;1;0,7146;Moderado
07001 - Supermercados;46931;Ativa;Entidades empresariais;Sim;0,9862;1,0000;0,9308;0,6667;0,7042;1;0,8572;Moderado
06001 - Producao e comercio agricola;74901;Ativa;Entidades empresariais;Sim;0,9793;1,0000;1,0000;0,6667;0,6478;1;0,8589;Muito Baixo
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9757;0,9960;0,9567;0,6667;0,6786;0,7888;0,8341;Baixo
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9524;1,0000;1,0000;0,6667;0,5155;1;0,8166;Alto
08002 - Transporte Aereo e Gestao de Aeroportos;51111;Ativa;Entidades empresariais;Sim;0,9509;0,7246;0,6865;0,5556;0,7061;0,7375;0,7154;Baixo
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9538;0,9541;0,9781;0,6667;0,9725;0,8086;0,923;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9077;1,0000;1,0000;0,4444;0,6294;1;0,824;Muito Baixo
10002 - Bens de Capital - Comercio e Servicos;46630;Ativa;Entidades empresariais;Sim;0,8019;0,9463;0,9900;0,6667;0,6558;0,796;0,814;Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9855;1,0000;1,0000;0,5396;0,9154;1;0,9271;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9290;1,0000;1,0000;0,6626;0,9905;1;0,9563;Baixo
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;0,9489;0,9172;0,9833;0,6667;0,9549;1;0,9334;Muito Alto
02001 - Quimicos - Fabricacao;20614;Ativa;Entidades empresariais;Sim;0,8760;0,8567;0,8622;0,6667;0,5654;0,7536;0,7435;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9803;1,0000;1,0000;0,6309;0,7014;1;0,8715;Baixo
06001 - Producao e comercio agricola;46214;Ativa;Entidades empresariais;Sim;0,9248;0,7243;1,0000;0,2222;0,8107;0,996;0,8244;Moderado
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9398;0,9905;1,0000;0,6200;0,9831;1;0,9498;Moderado
02006 - Defensivos agricolas, adubos e fertilizantes;20134;Ativa;Entidades empresariais;Sim;0,8531;0,6831;0,9620;0,5556;0,9117;0,6416;0,8299;Alto
10003 - Bens de Capital;28321;Ativa;Entidades empresariais;Sim;0,9337;0,7177;0,7060;0,5556;0,5982;0,6712;0,6793;Baixo
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9525;0,9841;1,0000;0,5556;0,4414;1;0,7813;Moderado
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,6185;0,9991;0,9783;0,5281;0,9219;1;0,885;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,8419;0,9961;1,0000;0,5556;0,9839;1;0,9345;Moderado
09002 - Fumo;64620;Ativa;Entidades empresariais;Sim;1,0000;1,0000;0,9933;0,6468;0,8736;1;0,9249;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9736;0,9422;1,0000;0,5556;0,948;1;0,9304;Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82202;Ativa;Entidades empresariais;Sim;0,9733;0,8341;1,0000;0,5919;0,6645;1;0,836;Moderado
03001 - Construcao - Edificios;41204;Ativa;Entidades empresariais;Sim;0,9216;0,7994;0,9567;0,4528;0,8024;1;0,842;Muito Baixo
03002 - agua e Esgoto;36006;Ativa;Entidades empresariais;Sim;0,9948;0,9957;1,0000;0,4444;0,9462;0,8571;0,913;Baixo
06004 - Alimentos Processados;10317;Ativa;Entidades empresariais;Sim;0,8808;0,9083;0,9933;0,4444;0,9879;0,8497;0,901;Alto
05000 - Mineracao;08991;Ativa;Entidades empresariais;Sim;0,9721;0,9640;0,8000;0,4444;0,9492;0,7744;0,8435;Alto
02005 - Sucroalcooleiro;19314;Ativa;Entidades empresariais;Sim;0,9861;0,7036;1,0000;0,5556;0,5663;1;0,7885;Baixo
04001 - Tecnologia (Software e Comercio);62040;Ativa;Entidades empresariais;Sim;0,8824;0,9682;1,0000;0,5423;0,5581;1;0,8061;Muito Baixo
10004 - Papel e Celulose;16218;Ativa;Entidades empresariais;Sim;0,9663;0,9954;0,9475;0,5864;0,9752;0,7129;0,9039;Alto
07002 - Varejistas;47130;Ativa;Entidades empresariais;Sim;0,9046;0,6921;1,0000;0,4444;0,6875;1;0,8042;Moderado
04001 - Tecnologia (Software e Comercio);62015;Ativa;Entidades empresariais;Sim;0,9870;1,0000;1,0000;0,4444;0,6515;1;0,8386;Muito Baixo
04001 - Tecnologia (Software e Comercio);62015;Ativa;Entidades empresariais;Sim;0,9619;0,9999;1,0000;0,6667;0,9448;0,9286;0,9391;Alto
03002 - agua e Esgoto;38114;Ativa;Entidades empresariais;Sim;0,9077;0,8882;1,0000;0,4444;0,6548;1;0,8182;Muito Baixo
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,9990;0,9901;1,0000;0,6667;0,9459;0,8237;0,9315;Alto
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9042;0,8841;0,9567;0,4992;0,9502;1;0,8994;Moderado
03000 - Eletricidade;64620;Ativa;Entidades empresariais;Sim;0,9371;0,8667;1,0000;0,6639;0,4463;1;0,778;Baixo
02001 - Quimicos - Fabricacao;20291;Ativa;Entidades empresariais;Sim;0,9921;0,7206;0,9829;0,6667;0,6939;0,7283;0,8086;Moderado
04001 - Tecnologia (Software e Comercio);46516;Ativa;Entidades empresariais;Sim;0,9044;0,9292;1,0000;0,6667;0,9088;0,7435;0,8956;Muito Alto
02000 - Petroleo e Gas;35204;Ativa;Entidades empresariais;Sim;0,9839;0,9779;0,9984;0,6667;0,9198;1;0,9379;Muito Alto
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,9312;0,9893;1,0000;0,4444;0,688;1;0,8427;Baixo
01000 - Instituicoes Financeiras e de Seguros;65413;Ativa;Entidades sem fins lucrativos;Sim;0,9181;0,9979;1,0000;0,5556;0,9766;1;0,9401;Muito Alto
11007 - Igrejas e Associacoes;94995;Ativa;Entidades sem fins lucrativos;Sim;0,9850;1,0000;1,0000;0,6667;0,9868;1;0,9612;Muito Alto
04003 - Imprensa e Cultura;59111;Ativa;Entidades empresariais;Sim;0,9245;1,0000;0,9933;0,5556;0,8602;0,7369;0,8779;Muito Alto
07002 - Varejistas;46915;Ativa;Entidades empresariais;Sim;0,9848;1,0000;1,0000;0,4444;0,817;1;0,888;Moderado
03000 - Eletricidade;35115;Ativa;Entidades empresariais;Sim;0,8857;1,0000;1,0000;0,6667;0,9813;1;0,9496;Moderado
02006 - Defensivos agricolas, adubos e fertilizantes;46834;Ativa;Entidades empresariais;Sim;0,9979;0,9331;1,0000;0,4444;0,8992;1;0,906;Moderado
09000 - Saude;86101;Ativa;Entidades empresariais;Sim;0,8844;0,9834;0,7278;0,5556;0,8643;1;0,8251;Baixo
10002 - Bens de Capital - Comercio e Servicos;33171;Ativa;Entidades empresariais;Sim;0,7765;0,4978;0,9000;0,5556;0,8281;0,7096;0,7643;Moderado
05001 - Metalurgia e Siderurgia;24415;Ativa;Entidades empresariais;Sim;0,9950;1,0000;1,0000;1,0000;0,9828;1;0,9943;Baixo
01000 - Instituicoes Financeiras e de Seguros;64352;Ativa;Entidades sem fins lucrativos;Sim;0,9880;1,0000;0,9300;0,5441;0,8968;1;0,9027;Moderado
08002 - Transporte Aereo e Gestao de Aeroportos;51200;Ativa;Entidades empresariais;Sim;0,8842;0,9934;0,8544;0,5556;0,9524;0,6515;0,8533;Moderado
07003 - Cosmetico e Perfumaria;20631;Ativa;Entidades empresariais;Sim;0,8391;0,8352;0,8304;0,4444;0,9174;0,7967;0,816;Muito Alto
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,9798;0,8091;0,9833;0,5080;0,9547;1;0,9076;Baixo
06001 - Producao e comercio agricola;46214;Ativa;Entidades empresariais;Sim;0,9743;0,7321;0,9933;0,6667;0,946;0,998;0,9137;Alto
05002 - Cimento, ceramicas e revestimentos;23303;Ativa;Entidades empresariais;Sim;0,9623;0,9271;0,9829;0,6667;0,9632;0,792;0,9175;Moderado
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,9190;0,9998;1,0000;0,6667;0,9121;1;0,9322;Baixo
09001 - Educacao;85201;Ativa;Entidades empresariais;Sim;0,9814;0,9987;1,0000;0,4595;0,8343;1;0,8942;Muito Baixo
08000 - Transporte Terrestre e Logistica;52508;Ativa;Entidades empresariais;Sim;0,8533;0,9960;0,9968;0,4444;0,9376;1;0,9097;Baixo
08000 - Transporte Terrestre e Logistica;52117;Ativa;Entidades empresariais;Sim;0,9990;1,0000;1,0000;0,6667;0,6963;1;0,8755;Muito Baixo
09000 - Saude;86402;Ativa;Entidades empresariais;Sim;0,6228;0,7732;0,9984;0,6667;0,834;1;0,8515;Alto
09001 - Educacao;85317;Ativa;Entidades empresariais;Sim;0,9100;0,9683;1,0000;0,5556;0,6287;1;0,8314;Muito Baixo
09000 - Saude;94120;Ativa;Entidades sem fins lucrativos;Sim;0,7191;1,0000;1,0000;0,4444;0,5143;1;0,7706;Muito Baixo
04001 - Tecnologia (Software e Comercio);62023;Ativa;Entidades empresariais;Sim;0,9068;0,9999;1,0000;0,5556;0,7813;1;0,8806;Alto
07004 - Calcados;15319;Ativa;Entidades empresariais;Sim;0,8858;0,9738;0,9998;0,6283;0,9412;0,814;0,912;Alto
11007 - Igrejas e Associacoes;94995;Ativa;Entidades sem fins lucrativos;Sim;0,8179;0,9998;1,0000;0,5798;0,5905;1;0,8169;Muito Baixo
05001 - Metalurgia e Siderurgia;46851;Ativa;Entidades empresariais;Sim;0,9870;0,9967;1,0000;0,4812;0,843;0,8174;0,8811;Moderado
11003 - Atividades profissionais, cientificas e tecnicas;70204;Ativa;Entidades empresariais;Sim;0,9772;0,6093;0,9800;0,4489;0,8323;1;0,8398;Moderado
05000 - Mineracao;64620;Ativa;Entidades empresariais;Sim;0,9696;0,8067;1,0000;0,6667;0,9358;1;0,9212;Muito Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9704;0,9636;0,9000;0,6667;0,878;1;0,8947;Alto
02003 - Combustivel;82113;Ativa;Entidades empresariais;Sim;0,9790;1,0000;1,0000;0,4444;0,8953;1;0,9109;Muito Alto
10001 - Textil;13138;Ativa;Entidades empresariais;Sim;0,9849;0,9609;0,9933;0,6667;0,9438;0,8362;0,9254;Moderado
06003 - Pecuaria, carnes, leites e derivados;10121;Ativa;Entidades empresariais;Sim;0,9167;1,0000;0,7833;0,4444;0,9435;0,8393;0,8424;Alto
10004 - Papel e Celulose;17214;Ativa;Entidades empresariais;Sim;0,9343;0,9936;0,9500;0,5877;0,8948;0,7842;0,8843;Alto
04002 - Eletroeletronicos;26221;Ativa;Entidades empresariais;Sim;0,9428;0,8996;0,9867;0,5074;0,9549;0,8437;0,9001;Alto
02005 - Sucroalcooleiro;46397;Ativa;Entidades empresariais;Sim;0,6797;0,5161;0,8967;0,1111;0,1562;1;0,5389;Muito Baixo
02004 - Fabricacao de Borracha;22226;Ativa;Entidades empresariais;Sim;0,9855;0,9174;0,8667;0,4444;0,3229;0,8509;0,6777;Moderado
05004 - Fabricacao e comercio de prod. de metal;25918;Ativa;Entidades empresariais;Sim;0,9168;0,8301;0,9515;0,6667;0,6108;0,7934;0,787;Muito Alto
01002 - Planos de Saude;65502;Ativa;Entidades empresariais;Sim;0,9505;0,8689;0,9867;0,6622;0,6429;1;0,8347;Moderado
06005 - Bebidas - Nao Alcoolicos;10945;Ativa;Entidades empresariais;Sim;0,9264;0,9531;0,9767;0,4444;0,8356;0,9675;0,8724;Baixo
07002 - Varejistas;47890;Ativa;Entidades empresariais;Sim;0,7743;0,6937;0,7000;0,5556;0,8225;0,7857;0,7376;Muito Alto
01000 - Instituicoes Financeiras e de Seguros;64638;Ativa;Entidades empresariais;Sim;0,9878;0,9006;1,0000;0,4444;1;1;0,9313;Muito Baixo
04003 - Imprensa e Cultura;59146;Ativa;Entidades empresariais;Sim;0,8975;0,9987;0,9909;0,6667;0,6113;0,7976;0,8169;Muito Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9897;0,9999;1,0000;0,6667;0,868;0,8206;0,9081;Alto
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,8503;0,9737;0,9760;0,6667;0,9881;0,5863;0,8969;Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,8529;0,9282;0,9867;0,4444;0,8563;1;0,8743;Moderado
06000 - Bebidas - Alcoolicas;11119;Ativa;Entidades empresariais;Sim;0,9845;1,0000;1,0000;0,6667;0,702;1;0,8757;Muito Alto
09000 - Saude;94120;Ativa;Entidades sem fins lucrativos;Sim;0,9796;0,7818;1,0000;0,5556;0,9048;1;0,8988;Muito Baixo
02008 - Comercio varejista de combustiveis;47318;Ativa;Entidades empresariais;Sim;0,9449;0,3474;1,0000;0,1111;0,5585;1;0,6948;Moderado
06002 - Turismo, Hotelaria e Lazer;56201;Ativa;Entidades empresariais;Sim;0,7994;0,7741;0,8887;0,4444;0,5127;1;0,7199;Alto
07000 - Comercio em Geral;46893;Ativa;Entidades empresariais;Sim;0,9756;0,6992;0,8576;0,4444;0,752;0,7959;0,7712;Moderado
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9413;0,9326;0,9934;0,6667;0,9228;0,7625;0,904;Moderado
01000 - Instituicoes Financeiras e de Seguros;66126;Ativa;Entidades empresariais;Sim;0,9257;0,9905;1,0000;0,4444;0,884;1;0,9011;Baixo
10003 - Bens de Capital;30318;Ativa;Entidades empresariais;Sim;0,9845;0,9867;0,7823;0,5556;0,684;0,7231;0,769;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;64247;Ativa;Entidades empresariais;Sim;0,9581;0,9876;0,8000;0,5186;0,9934;1;0,8882;Moderado
07002 - Varejistas;47814;Ativa;Entidades empresariais;Sim;0,8243;0,7577;0,8788;0,6667;0,5333;0,8256;0,7286;Alto
02002 - Farmacos;21220;Ativa;Entidades empresariais;Sim;0,8930;0,9999;0,8500;0,5480;0,8824;0,739;0,8407;Muito Alto
02007 - Quimicos - Comercio;46842;Ativa;Entidades empresariais;Sim;0,9252;0,9994;0,9851;0,6667;0,8015;1;0,8954;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9273;0,9695;0,8213;0,6667;0,9452;1;0,8893;Muito Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9693;0,7585;1,0000;0,5892;0,9238;1;0,904;Baixo
05001 - Metalurgia e Siderurgia;38319;Ativa;Entidades empresariais;Sim;0,9791;0,8658;1,0000;0,6667;0,8452;0,739;0,8759;Baixo
06004 - Alimentos Processados;10333;Ativa;Entidades empresariais;Sim;0,8649;0,6690;0,9213;0,4444;0,7512;0,787;0,7732;Muito Alto
10002 - Bens de Capital - Comercio e Servicos;33171;Ativa;Entidades empresariais;Sim;0,8896;0,9662;0,9933;0,5407;0,816;0,7845;0,8603;Alto
07002 - Varejistas;64620;Ativa;Entidades empresariais;Sim;0,9778;0,9609;1,0000;0,4444;0,6865;1;0,8435;Alto
05004 - Fabricacao e comercio de prod. de metal;25918;Ativa;Entidades empresariais;Sim;0,9598;0,7482;0,7432;0,4444;0,8851;0,7901;0,7828;Muito Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,6755;0,9567;0,9673;0,6667;0,7028;0,7536;0,8061;Moderado
07003 - Cosmetico e Perfumaria;20631;Ativa;Entidades empresariais;Sim;0,9002;0,9999;1,0000;0,6667;0,6755;0,7705;0,8364;Moderado
11007 - Igrejas e Associacoes;94111;Ativa;Entidades sem fins lucrativos;Sim;0,6353;0,9993;0,9900;0,4444;0,1512;1;0,6504;Muito Baixo
06000 - Bebidas - Alcoolicas;11224;Ativa;Entidades empresariais;Sim;0,9189;0,7793;1,0000;0,6667;0,9286;1;0,9107;Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,7485;0,8797;0,9390;0,6667;0,8683;0,7255;0,843;Muito Alto
08001 - Automoveis;82113;Ativa;Entidades empresariais;Sim;0,8673;0,7386;0,9078;0,4444;0,7522;0,7665;0,7763;Muito Alto
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9990;0,9992;0,9933;0,6440;0,9455;1;0,946;Muito Alto
03000 - Eletricidade;64620;Ativa;Entidades empresariais;Sim;0,8542;0,9674;0,8961;0,5013;0,9667;0,9286;0,8854;Muito Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;80111;Ativa;Entidades empresariais;Sim;0,9724;0,9614;0,9300;0,5556;0,4873;1;0,7748;Muito Baixo
06002 - Turismo, Hotelaria e Lazer;55108;Ativa;Entidades empresariais;Sim;0,8893;0,9324;0,9632;0,4444;0,8538;1;0,8711;Moderado
07001 - Supermercados;47113;Ativa;Entidades empresariais;Sim;0,8438;0,8643;0,9538;0,6667;0,6239;1;0,809;Alto
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9670;0,7399;0,9000;0,4859;0,8477;1;0,8404;Moderado
08001 - Automoveis;29107;Ativa;Entidades empresariais;Sim;0,7283;0,8558;0,9536;0,6667;0,9196;0,7792;0,863;Muito Alto
10001 - Textil;96017;Ativa;Entidades empresariais;Sim;0,9322;0,9917;0,9900;0,5556;0,8435;0,8287;0,8809;Alto
02004 - Fabricacao de Borracha;22293;Ativa;Entidades empresariais;Sim;0,9519;0,9802;1,0000;0,6667;0,6899;0,7874;0,8452;Baixo
11002 - Meios de Pagamento, Ticket Alimentacao, Programa de Fidelidade;47890;Ativa;Entidades empresariais;Sim;0,6196;0,9926;1,0000;0,6667;0,9241;1;0,905;Muito Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;82113;Ativa;Entidades empresariais;Sim;0,8366;0,9079;0,9500;0,4934;0,9268;0,7857;0,8646;Moderado
09003 - Farmaceutico e Produtos Hospitalares;46451;Ativa;Entidades empresariais;Sim;0,9036;0,8276;0,9595;0,5556;0,5158;0,7026;0,7389;Muito Baixo
08001 - Automoveis;29450;Ativa;Entidades empresariais;Sim;0,7026;0,9795;1,0000;0,6667;0,659;0,8139;0,8136;Muito Alto
04001 - Tecnologia (Software e Comercio);62023;Ativa;Entidades empresariais;Sim;0,8605;0,8793;0,9833;0,4444;0,8803;1;0,8754;Alto
11008 - Servicos de Locacao;68218;Ativa;Entidades empresariais;Sim;0,9747;0,9327;1,0000;0,5009;0,276;1;0,7223;Baixo
10000 - Industria em Geral;31012;Ativa;Entidades empresariais;Sim;0,9171;0,9880;0,9093;0,6667;0,9193;0,8149;0,8888;Alto
08001 - Automoveis;29107;Ativa;Entidades empresariais;Sim;0,8456;0,9365;0,6980;0,4444;0,9212;0,7346;0,7866;Muito Alto
08000 - Transporte Terrestre e Logistica;49116;Ativa;Entidades empresariais;Sim;0,7318;0,9137;0,7497;0,4444;0,8811;0,7152;0,773;Muito Alto
06001 - Producao e comercio agricola;46320;Ativa;Entidades empresariais;Sim;0,9174;1,0000;0,9026;0,5556;0,8725;1;0,8818;Moderado
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9536;0,9950;1,0000;0,6667;0,987;1;0,9575;Moderado
08001 - Automoveis;29301;Ativa;Entidades empresariais;Sim;0,8622;0,7343;1,0000;0,4444;0,8309;0,8297;0,831;Alto
02003 - Combustivel;46818;Ativa;Entidades empresariais;Sim;0,9838;0,9800;1,0000;0,4444;0,8703;1;0,9015;Alto
11007 - Igrejas e Associacoes;94120;Ativa;Entidades sem fins lucrativos;Sim;0,6925;0,9806;1,0000;0,5333;0,9048;1;0,8917;Muito Baixo
08000 - Transporte Terrestre e Logistica;49302;Ativa;Entidades empresariais;Sim;0,9071;0,9896;1,0000;0,6667;0,6165;1;0,8411;Moderado
10000 - Industria em Geral;18300;Ativa;Entidades empresariais;Sim;0,9774;0,9333;1,0000;0,5556;0,6677;1;0,8456;Muito Baixo
01000 - Instituicoes Financeiras e de Seguros;94995;Ativa;Entidades sem fins lucrativos;Sim;0,7601;1,0000;0,8000;0,5203;0,6859;1;0,7778;Muito Alto
07004 - Calcados;15394;Ativa;Entidades empresariais;Sim;0,8906;0,9668;0,9497;0,4444;0,9433;0,7352;0,8719;Muito Alto
04002 - Eletroeletronicos;26213;Ativa;Entidades empresariais;Sim;0,9587;0,9140;0,9592;0,6667;0,9189;0,8774;0,9042;Moderado
02002 - Farmacos;47717;Ativa;Entidades empresariais;Sim;0,7318;0,7881;1,0000;0,6667;0,2552;1;0,691;Moderado
05004 - Fabricacao e comercio de prod. de metal;25993;Ativa;Entidades empresariais;Sim;0,9781;0,8222;1,0000;0,6667;0,8915;0,7603;0,8866;Moderado
06004 - Alimentos Processados;10694;Ativa;Entidades empresariais;Sim;0,8729;0,8653;0,8667;0,6667;0,8639;0,798;0,8394;Muito Alto
10002 - Bens de Capital - Comercio e Servicos;46613;Ativa;Entidades empresariais;Sim;0,7431;0,8881;1,0000;0,5556;0,6629;1;0,8153;Alto
08001 - Automoveis;29492;Ativa;Entidades empresariais;Sim;0,9572;0,8226;1,0000;0,4444;0,9226;0,7725;0,8729;Alto
11000 - Teleatendimento e Selecao, agenciamento e locacao de mao de obra;78205;Ativa;Entidades empresariais;Sim;0,9404;0,8112;0,9500;0,5556;0,6071;1;0,7951;Muito Alto
08004 - Pedagios;52214;Ativa;Entidades empresariais;Sim;0,9768;0,9428;1,0000;0,5301;0,9821;1;0,9385;Alto
06003 - Pecuaria, carnes, leites e derivados;10139;Ativa;Entidades empresariais;Sim;0,8217;0,9736;0,9920;0,6667;0,8048;0,8613;0,871;Muito Alto
04003 - Imprensa e Cultura;59138;Ativa;Entidades empresariais;Sim;0,9797;0,9864;0,9900;0,4444;0,8918;1;0,9055;Muito Baixo
10000 - Industria em Geral;82113;Ativa;Entidades empresariais;Sim;0,9669;0,9998;1,0000;0,4444;0,9663;0,8057;0,9116;Moderado
06004 - Alimentos Processados;10996;Ativa;Entidades empresariais;Sim;0,9243;0,9803;0,9996;0,6667;0,9307;0,8136;0,9172;Baixo
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9547;0,9066;1,0000;0,5556;0,619;1;0,8255;Baixo
07001 - Supermercados;64620;Ativa;Entidades empresariais;Sim;0,7141;1,0000;1,0000;0,1111;0,4286;1;0,7111;Moderado
09003 - Farmaceutico e Produtos Hospitalares;46451;Ativa;Entidades empresariais;Sim;0,9794;0,9543;0,9775;0,6667;0,9155;0,7092;0,8984;Alto
11007 - Igrejas e Associacoes;94308;Ativa;Entidades sem fins lucrativos;Sim;0,9840;0,9285;1,0000;0,6667;0,8652;0,9286;0,9089;Baixo
05001 - Metalurgia e Siderurgia;24318;Ativa;Entidades empresariais;Sim;0,9591;0,6930;0,9667;0,6667;0,9194;0,8556;0,8778;Muito Alto
06001 - Producao e comercio agricola;46231;Ativa;Entidades empresariais;Sim;0,8530;0,9577;1,0000;0,5702;0,9432;0,9208;0,9123;Muito Alto
11006 - Vigilancia, seguranca e investigacao - Servicos;81117;Ativa;Entidades empresariais;Sim;0,9760;0,8821;0,9145;0,6667;0,4409;1;0,7585;Moderado
01000 - Instituicoes Financeiras e de Seguros;64212;Ativa;Entidades empresariais;Sim;0,8558;0,8571;1,0000;0,5154;0,8402;1;0,872;Baixo
01000 - Instituicoes Financeiras e de Seguros;66126;Ativa;Entidades empresariais;Sim;0,9867;1,0000;1,0000;0,4850;0,9654;1;0,9368;Baixo
02001 - Quimicos - Fabricacao;20991;Ativa;Entidades empresariais;Sim;0,9305;0,9942;1,0000;0,6667;0,8222;0,7991;0,8856;Baixo
10000 - Industria em Geral;31047;Ativa;Entidades empresariais;Sim;0,9605;0,6678;0,8267;0,5556;0,6618;0,9167;0,7534;Moderado
08001 - Automoveis;29301;Ativa;Entidades empresariais;Sim;0,7636;0,7247;0,7568;0,4444;0,9714;0,8926;0,8003;Baixo
04001 - Tecnologia (Software e Comercio);47521;Ativa;Entidades empresariais;Sim;0,8205;0,7133;0,9411;0,5556;0,6412;1;0,7791;Muito Alto
10003 - Bens de Capital;82997;Ativa;Entidades empresariais;Sim;0,9637;0,6457;0,9437;0,4444;0,7604;0,7641;0,7871;Alto
08001 - Automoveis;45111;Ativa;Entidades empresariais;Sim;0,9854;0,9645;1,0000;0,4444;0,9032;1;0,9097;Baixo
01000 - Instituicoes Financeiras e de Seguros;82113;Ativa;Entidades empresariais;Sim;0,9784;0,9658;1,0000;0,6312;0,6986;1;0,8664;Alto
01000 - Instituicoes Financeiras e de Seguros;64221;Ativa;Entidades empresariais;Sim;0,9664;1,0000;0,7383;0,5556;0,9655;1;0,8686;Muito Alto
